title,author
A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.,Allen Reiter
Integrating Code Generation and Peephole Optimization.,Mahadevan Ganapathi
Integrating Code Generation and Peephole Optimization.,Charles N. Fischer
Is Text Compression by Prefixes and Suffixes Practical?,Aviezri S. Fraenkel
Is Text Compression by Prefixes and Suffixes Practical?,Moshe Mor
Is Text Compression by Prefixes and Suffixes Practical?,Yehoshua Perl
hrich,Johannes R&ouml
Ordered Attributed Grammars.,Uwe Kastens
kan Lennerstad,Lars Lundberg
kan Lennerstad,H&aring
Linearly bounded infinite graphs.,Arnaud Carayol
Linearly bounded infinite graphs.,Antoine Meyer
A Practical Example of the Specification of Abstract Data Types.,Frank Wm. Tompa
Sur diverses familles de langages ferm&eacute,Luc Boasson
Sur diverses familles de langages ferm&eacute,Maurice Nivat
On 3-Head Versus 2-Head Finite Automata.,Oscar H. Ibarra
On 3-Head Versus 2-Head Finite Automata.,Chul E. Kim
Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.,Gary T. Leavens
Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.,William E. Weihl
An efficient simulation algorithm on Kripke structures.,Francesco Ranzato
Improved matrix pair undecidability results.,Vesa Halava
Improved matrix pair undecidability results.,Mika Hirvensalo
Automaten in planaren Graphen.,Hans-Anton Rollik
Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,Demetres D. Kouvatsos
Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,John Almond
Project scheduling with irregular costs: complexity, approximability, and algorithms.,Alexander Grigoriev
Project scheduling with irregular costs: complexity, approximability, and algorithms.,Gerhard J. Woeginger
Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,Donald Sannella
Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,Andrzej Tarlecki
Programmed grammars and their relation to the LBA problem.,Henning Bordihn
Programmed grammars and their relation to the LBA problem.,Markus Holzer
Semantic Decomposition of Computer Programs: An Aid to Program Testing.,Paul M. Zislis
A Proof Technique for Communicating Sequential Processes.,Gary Levin
A Proof Technique for Communicating Sequential Processes.,David Gries
New proof for the undecidability of the circular PCP.,Vesa Halava
New proof for the undecidability of the circular PCP.,Tero Harju
A polynomial time computable metric between point sets.,Jan Ramon
A polynomial time computable metric between point sets.,Maurice Bruynooghe
The Family of One-Counter Languages is Closed Under Quotient.,Michel Latteux
The Family of One-Counter Languages is Closed Under Quotient.,B. Leguy
The Family of One-Counter Languages is Closed Under Quotient.,B. Ratoandromanana
Sticky-free and overhang-free DNA languages.,Lila Kari
Sticky-free and overhang-free DNA languages.,Stavros Konstantinidis
Sticky-free and overhang-free DNA languages.,Elena Losseva
Sticky-free and overhang-free DNA languages.,Geoff Wozniak
A Class of Linearly Parsable Graph Grammars.,Reinhold Franck
Efficient systematic clustering method for <i>k</i>-anonymization.,Md. Enamul Kabir
Efficient systematic clustering method for <i>k</i>-anonymization.,Hua Wang
Efficient systematic clustering method for <i>k</i>-anonymization.,Elisa Bertino
Validation of a Computer Performance Model of the Exponential Queuing Network Family.,Thomas Giammo
Reducing non-determinism in right nulled GLR parsers.,Elizabeth Scott
Reducing non-determinism in right nulled GLR parsers.,Adrian Johnstone
s Br&aacute,Tom&aacute
Abstract reduction in directed model checking CCS processes.,Antonella Santone
Abstract reduction in directed model checking CCS processes.,Gigliola Vaglini
ppelholz,Joachim Klein 0001
ppelholz,Christel Baier
ppelholz,Sascha Kl&uuml
Through the Mincing Machine with a Boolean Layer Cake.,Edward G. Belaga
The Implementation of Retention in a Coroutine Environment.,John P. Kearns
The Implementation of Retention in a Coroutine Environment.,Mary Lou Soffa
Asymptotic Expansions of the Mergesort Recurrences.,Hsien-Kuei Hwang
Logic for Improving Integrity Checking in Relational Data Bases.,Jean-Marie Nicolas
Correct hardware synthesis - An algebraic approach.,Juan Ignacio Perna
Correct hardware synthesis - An algebraic approach.,Jim Woodcock
Correct hardware synthesis - An algebraic approach.,Augusto Sampaio
Correct hardware synthesis - An algebraic approach.,Juliano Iyoda
EOL Forms.,Hermann A. Maurer
EOL Forms.,Arto Salomaa
EOL Forms.,Derick Wood
On Procedures as Open Subroutines. I,Hans Langmaack
bert Szelepcs&eacute,R&oacute
Finite Complete Rewriting Systems and the Complexity of the Word Problem.,G. Bauer
Finite Complete Rewriting Systems and the Complexity of the Word Problem.,Friedrich Otto
On the Expressiveness of Subset-Sum Representations.,Lucian Ilie
On the Expressiveness of Subset-Sum Representations.,Arto Salomaa
A Note on Multi-queue Scheduling of Two Tasks.,Hisao Kameda
Petri Net Algorithms in the Theory of Matrix Grammars.,Dirk Hauschildt
Petri Net Algorithms in the Theory of Matrix Grammars.,Matthias Jantzen
Decision Problems Concerning Thinness and Slenderness of Formal Languages.,Juha Honkala
General Correctness: A Unification of Partial and Total Correctness.,Dean Jacobs
General Correctness: A Unification of Partial and Total Correctness.,David Gries
Stratified Balanced Search Trees.,Jan van Leeuwen
Stratified Balanced Search Trees.,Mark H. Overmars
Purely Top-Down Updating Algorithms for Stratified Search Trees.,Thomas Ottmann
Purely Top-Down Updating Algorithms for Stratified Search Trees.,Michael Schrapp
Purely Top-Down Updating Algorithms for Stratified Search Trees.,Derick Wood
Crypt-Equivalent Algebraic Specifications.,Friedrich L. Bauer
Crypt-Equivalent Algebraic Specifications.,Martin Wirsing
On Some Decidable Properties of Finite State Translations.,Alan J. Demers
On Some Decidable Properties of Finite State Translations.,C. Keleman
On Some Decidable Properties of Finite State Translations.,Bernd Reusch
Size-Depth Tradeoff in Monotone Boolean Formulae.,Beate Commentz-Walter
On Efficient Implementation of an Approximation Algorithm for the Steiner Tree Problem.,Lawrence T. Kou
Coincidental extension of scattered context languages.,Alexander Meduna
Parallel communicating grammar systems with terminal transmission.,Henning Fernau
ntzer,M. Kempf
ntzer,Rudolf Bayer
ntzer,Ulrich G&uuml
Relaxed balance for search trees with local rebalancing.,Kim S. Larsen
Relaxed balance for search trees with local rebalancing.,Thomas Ottmann
Relaxed balance for search trees with local rebalancing.,Eljas Soisalon-Soininen
Analytic Models for the Primary Site Approach to Fault-Tolerance.,Yennun Huang
Analytic Models for the Primary Site Approach to Fault-Tolerance.,Pankaj Jalote
Preemptive online algorithms for scheduling with machine cost.,Yiwei Jiang
Preemptive online algorithms for scheduling with machine cost.,Yong He
Logical and Schematic Characterization of Complexity Classes.,Iain A. Stewart
spert,Klaus K&uuml
View selection for <i>real</i> conjunctive queries.,Foto N. Afrati
View selection for <i>real</i> conjunctive queries.,Rada Chirkova
View selection for <i>real</i> conjunctive queries.,Manolis Gergatsoulis
View selection for <i>real</i> conjunctive queries.,Vassia Pavlaki
A Run-Time Load Balancing Strategy for Highly Parallel Systems.,Didier Y. Hinz
Optimal semi-online algorithms for preemptive scheduling problems with inexact partial information.,Yiwei Jiang
Optimal semi-online algorithms for preemptive scheduling problems with inexact partial information.,Yong He
s N. Ravelo,Jes&uacute
A Logic-Based Approach to Program Flow Analysis.,Shmuel Sagiv
A Logic-Based Approach to Program Flow Analysis.,Nissim Francez
A Logic-Based Approach to Program Flow Analysis.,Michael Rodeh
A Logic-Based Approach to Program Flow Analysis.,Reinhard Wilhelm
ois Perrot,Jean-Fran&ccedil
An Algorithmic and Complexity Analysis of Interpolation Search.,Gaston H. Gonnet
An Algorithmic and Complexity Analysis of Interpolation Search.,Lawrence D. Rogers
An Algorithmic and Complexity Analysis of Interpolation Search.,J. Alan George
On constructibility and unconstructibility of LTS operators from other LTS operators.,Antti Valmari
Strongly transitive automata and the Cern&yacute,Arturo Carpi
Strongly transitive automata and the Cern&yacute,Flavio D'Alessandro
Possibility and Impossibility Results in a Shared Memory Environment.,Gadi Taubenfeld
Possibility and Impossibility Results in a Shared Memory Environment.,Shlomo Moran
Type-based hot swapping of running modules.,Dominic Duggan
Specifying Communication in Distributed Information Systems.,Hans-Dieter Ehrich
Specifying Communication in Distributed Information Systems.,Carlos Caleiro
Nearly Optimal Hierarchies for Network and Formula Size.,Mike Paterson
Nearly Optimal Hierarchies for Network and Formula Size.,Ingo Wegener
rgen Dingel,J&uuml
 Schott,Laurent Alonso
 Schott,Ren&eacute
Controlled finite automata.,Alexander Meduna
Controlled finite automata.,Petr Zemek
Algebraic Models of Microprocessors: Architecture and Organisation.,Neal A. Harman
Algebraic Models of Microprocessors: Architecture and Organisation.,J. V. Tucker
Program Analysis and Optimization through Kernel-Control Decomposition.,Terrence W. Pratt
phane Coulondre,St&eacute
Flow Languages Equal Recursively Enumerable Languages.,Toshiro Araki
Flow Languages Equal Recursively Enumerable Languages.,Nobuki Tokura
Simple Extensions of 1-writer Atomic Variable Constructions to Multiwriter Ones.,Sibsankar Haldar
Simple Extensions of 1-writer Atomic Variable Constructions to Multiwriter Ones.,K. Vidyasankar
Lower Bounds for On-Line Two-Dimensional Packing Algorithms.,Donna J. Brown
Lower Bounds for On-Line Two-Dimensional Packing Algorithms.,Brenda S. Baker
Lower Bounds for On-Line Two-Dimensional Packing Algorithms.,Howard P. Katseff
A Maximum Entropy Priority Approximation for a Stable <i> G/G/ </i> 1 Queue.,Demetres D. Kouvatsos
A Maximum Entropy Priority Approximation for a Stable <i> G/G/ </i> 1 Queue.,Nasreddine Tabet-Aouel
zef Winkowski,Andrea Maggiolo-Schettini
zef Winkowski,J&oacute
Subtyping for session types in the pi calculus.,Simon J. Gay
Subtyping for session types in the pi calculus.,Malcolm Hole
A Fair Calculus of Communicating Systems.,Gerardo Costa
A Fair Calculus of Communicating Systems.,Colin Stirling
Generalized normal form for rewriting P systems.,Madhu Mutyam
Generalized normal form for rewriting P systems.,Kamala Krithivasan
Synchronous cooperation for explicit multi-threading.,Jan A. Bergstra
Synchronous cooperation for explicit multi-threading.,C. A. Middelburg
A Fixed Point Approach to Parallel Discrete Event Simulation.,Werner Pohlmann
Type Introduction for Equational Rewriting.,Aart Middeldorp
Type Introduction for Equational Rewriting.,Hitoshi Ohsaki
r Kret&iacute,Laura Bozzelli
r Kret&iacute,Mojm&iacute
Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,Michiel H. M. Smid
Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,Mark H. Overmars
The Multiple Phase Service Network with Generalized Processor Sharing.,J. W. Cohen
Complexity of Analyzing the Synchronization Structure of Concurrent Programs.,Richard N. Taylor
Binary Search Trees in Secondary Memory.,William E. Wright
 Perrin,Catherine Mongenet
 Perrin,Philippe Clauss
 Perrin,Guy-Ren&eacute
Orthogonality of Information Structures.,Armin B. Cremers
Orthogonality of Information Structures.,Thomas N. Hibbard
Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,Lefteris M. Kirousis
Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,Andreas G. Veneris
kinen,Tarja Syst&auml,Erkki M&auml
Order and Metric in the Stream Semantics of Elemental Concurrency.,J. W. de Bakker
Order and Metric in the Stream Semantics of Elemental Concurrency.,John-Jules Ch. Meyer
Relational Database Constraints as Counterexamples.,Levent V. Orman
Thrifty Execution of Task Pipelines.,Fred B. Schneider
Thrifty Execution of Task Pipelines.,Richard Conway 0003
Thrifty Execution of Task Pipelines.,Dale Skeen
Expressibility of Output Equals Input.,Leo Marcus
Expressibility of Output Equals Input.,Telis Menas
Properties of Data Flow Frameworks.,Thomas J. Marlowe
Properties of Data Flow Frameworks.,Barbara G. Ryder
Dual unbounded nondeterminacy, recursion, and fixpoints.,Joseph M. Morris
Dual unbounded nondeterminacy, recursion, and fixpoints.,Malcolm Tyrrell
n D&igrave,Gennadi Falin
n D&igrave,M. Mart&igrave
Top-Down Syntax Analysis.,Donald E. Knuth
diger Olderog,John-Jules Ch. Meyer
diger Olderog,Ernst-R&uuml
Data Management Support for Database Management.,Rudolf Bayer
Data Management Support for Database Management.,Peter Schlichtiger
d-Words and d-Languages.,Chen-Ming Fan
d-Words and d-Languages.,Huei-Jan Shyr
d-Words and d-Languages.,Shyr-Shen Yu
An Alternative Implementation of an Insertion-Only Recovery Technique.,S. O. Anderson
An Alternative Implementation of an Insertion-Only Recovery Technique.,Roland Carl Backhouse
Approximation schemes for the Min-Max Starting Time Problem.,Leah Epstein
Approximation schemes for the Min-Max Starting Time Problem.,Tamir Tassa
On the Expansion of Non-Linear Functions.,Peter G. Harrison
Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.,Vincent D. Blondel
EOL Systems with Control Devices.,Mogens Nielsen
Analysis of Space Allocation in a Generally Fragmented Linear Store.,Clement H. C. Leung
Computational Fractal Geometry with WFA.,Karel Culik II
Computational Fractal Geometry with WFA.,Jarkko Kari
Parsing Regular Grammars with Finite Lookahead.,Thomas J. Ostrand
Parsing Regular Grammars with Finite Lookahead.,Marvin C. Paull
Parsing Regular Grammars with Finite Lookahead.,Elaine J. Weyuker
,Mojm&iacute,Ivana Cern&aacute
A Simple, Fast, and Effective LL(1) Error Repair Algorithm.,Charles N. Fischer
A Simple, Fast, and Effective LL(1) Error Repair Algorithm.,Jon Mauney
Genericity and the pi-calculus.,Martin Berger
Genericity and the pi-calculus.,Kohei Honda
Genericity and the pi-calculus.,Nobuko Yoshida
Multi-tilde-bar expressions and their automata.,Pascal Caron
Multi-tilde-bar expressions and their automata.,Jean-Marc Champarnaud
Multi-tilde-bar expressions and their automata.,Ludovic Mignot
Erratum: The size of random bucket trees via urn models.,Hosam M. Mahmoud
nighofer,Robert K&ouml,Roderick Bloem
nighofer,Robert K&ouml,Krishnendu Chatterjee
nighofer,Robert K&ouml,Karin Greimel
nighofer,Robert K&ouml,Thomas A. Henzinger
nighofer,Robert K&ouml,Georg Hofferek
nighofer,Robert K&ouml,Barbara Jobstmann
nighofer,Robert K&ouml,Bettina K&ouml
On best transitive approximations to simple graphs.,Steven Delvaux
On best transitive approximations to simple graphs.,Leon Horsten
Page Size in Demand-Paging Systems.,Erol Gelenbe
Page Size in Demand-Paging Systems.,Paolo Tiberio
Page Size in Demand-Paging Systems.,J. C. A. Boekhorst
On Hierarchies of Abstract Data Types.,Martin Wirsing
On Hierarchies of Abstract Data Types.,Peter Pepper
On Hierarchies of Abstract Data Types.,Helmuth Partsch
On Hierarchies of Abstract Data Types.,Walter Dosch
Update Operations in Deductive Databases with Functional Dependencies.,Riccardo Torlone
